-1011, 0.350815, 0, 0, 0, 0, 0, 1365
-1012, 0.356482, 0, 0, 0, 0, 0, 1376
-1013, 0.348216, 0, 0, 0, 0, 0, 1388
-1014, 0.356689, 0, 0, 0, 0, 0, 1382
-1015, 0.348983, 0, 0, 0, 0, 0, 1389
-1016, 0.36216, 0, 0, 0, 0, 0, 1393
-1021, 0.431367, 0, 0, 0, 0, 0, 1330
-1022, 0.42544, 0, 0, 0, 0, 0, 1345
-1023, 0.419604, 0, 0, 0, 0, 0, 1337
-1024, 0.40677, 0, 0, 0, 0, 0, 1352
-1025, 0.418127, 0, 0, 0, 0, 0, 1350
-1026, 0.410182, 0, 0, 0, 0, 0, 1337
-1031, 0.379199, 0, 0, 0, 0, 0, 1252
-1032, 0.373794, 0, 0, 0, 0, 0, 1266
-1033, 0.364728, 0, 0, 0, 0, 0, 1267
-1034, 0.372679, 0, 0, 0, 0, 0, 1281
-1035, 0.377681, 0, 0, 0, 0, 0, 1279
-1036, 0.37262, 0, 0, 0, 0, 0, 1277
-1041, 0.443877, 0, 0, 0, 0, 0, 1245
-1042, 0.439517, 0, 0, 0, 0, 0, 1234
-1043, 0.432528, 0, 0, 0, 0, 0, 1242
-1044, 0.429425, 0, 0, 0, 0, 0, 1234
-1045, 0.431394, 0, 0, 0, 0, 0, 1246
-1046, 0.419353, 0, 0, 0, 0, 0, 1241
-1051, 0.424355, 0, 0, 0, 0, 0, 1430
-1052, 0.416216, 0, 0, 0, 0, 0, 1448
-1053, 0.426261, 0, 0, 0, 0, 0, 1455
-1054, 0.421504, 0, 0, 0, 0, 0, 1462
-1055, 0.419072, 0, 0, 0, 0, 0, 1459
-1056, 0.423709, 0, 0, 0, 0, 0, 1452
-1061, 0.464256, 0, 0, 0, 0, 0, 1312
-1062, 0.456048, 0, 0, 0, 0, 0, 1320
-1063, 0.451094, 0, 0, 0, 0, 0, 1324
-1064, 0.45122, 0, 0, 0, 0, 0, 1332
-1065, 0.45146, 0, 0, 0, 0, 0, 1331
-1066, 0.45266, 0, 0, 0, 0, 0, 1350
-1071, 0.454748, 0, 0, 0, 0, 0, 1245
-1072, 0.457859, 0, 0, 0, 0, 0, 1262
-1073, 0.44177, 0, 0, 0, 0, 0, 1260
-1074, 0.443115, 0, 0, 0, 0, 0, 1269
-1075, 0.441225, 0, 0, 0, 0, 0, 1263
-1076, 0.444614, 0, 0, 0, 0, 0, 1272
-1081, 0.481309, 0, 0, 0, 0, 0, 1314
-1082, 0.484256, 0, 0, 0, 0, 0, 1332
-1083, 0.480534, 0, 0, 0, 0, 0, 1336
-1084, 0.48379, 0, 0, 0, 0, 0, 1332
-1085, 0.4798, 0, 0, 0, 0, 0, 1343
-1086, 0.481355, 0, 0, 0, 0, 0, 1342
-1091, 0.43254, 0, 0, 0, 0, 0, 1322
-1092, 0.429534, 0, 0, 0, 0, 0, 1317
-1093, 0.425646, 0, 0, 0, 0, 0, 1330
-1094, 0.426772, 0, 0, 0, 0, 0, 1343
-1095, 0.427977, 0, 0, 0, 0, 0, 1346
-1096, 0.430555, 0, 0, 0, 0, 0, 1340
-1101, 0.441532, 0, 0, 0, 0, 0, 1328
-1102, 0.449669, 0, 0, 0, 0, 0, 1347
-1103, 0.441517, 0, 0, 0, 0, 0, 1339
-1104, 0.439226, 0, 0, 0, 0, 0, 1348
-1105, 0.442409, 0, 0, 0, 0, 0, 1355
-1106, 0.446975, 0, 0, 0, 0, 0, 1349
-1111, 0.428185, 0, 0, 0, 0, 0, 1314
-1112, 0.427635, 0, 0, 0, 0, 0, 1322
-1113, 0.427304, 0, 0, 0, 0, 0, 1329
-1114, 0.431211, 0, 0, 0, 0, 0, 1348
-1115, 0.428846, 0, 0, 0, 0, 0, 1328
-1116, 0.446994, 0, 0, 0, 0, 0, 1353
-1121, 0.422334, 0, 0, 0, 0, 0, 1277
-1122, 0.41397, 0, 0, 0, 0, 0, 1281
-1123, 0.415312, 0, 0, 0, 0, 0, 1286
-1124, 0.420099, 0, 0, 0, 0, 0, 1270
-1125, 0.416912, 0, 0, 0, 0, 0, 1280
-1126, 0.421706, 0, 0, 0, 0, 0, 1287
-1131, 0.404426, 0, 0, 0, 0, 0, 1316
-1132, 0.407401, 0, 0, 0, 0, 0, 1341
-1133, 0.410745, 0, 0, 0, 0, 0, 1334
-1134, 0.417258, 0, 0, 0, 0, 0, 1332
-1135, 0.425457, 0, 0, 0, 0, 0, 1320
-1136, 0.43319, 0, 0, 0, 0, 0, 1346
-1141, 0.342252, 0, 0, 0, 0, 0, 1345
-1142, 0.344715, 0, 0, 0, 0, 0, 1360
-1143, 0.347016, 0, 0, 0, 0, 0, 1357
-1144, 0.351247, 0, 0, 0, 0, 0, 1372
-1145, 0.351174, 0, 0, 0, 0, 0, 1376
-1146, 0.354863, 0, 0, 0, 0, 0, 1378
-1151, 0.358197, 0, 0, 0, 0, 0, 1089
-1152, 0.357809, 0, 0, 0, 0, 0, 1095
-1153, 0.358684, 0, 0, 0, 0, 0, 1119
-1154, 0.366217, 0, 0, 0, 0, 0, 1125
-1155, 0.365654, 0, 0, 0, 0, 0, 1125
-1156, 0.366267, 0, 0, 0, 0, 0, 1117
-1161, 0.304394, 0, 0, 0, 0, 0, 1204
-1162, 0.305535, 0, 0, 0, 0, 0, 1219
-1163, 0.304189, 0, 0, 0, 0, 0, 1222
-1164, 0.311854, 0, 0, 0, 0, 0, 1231
-1165, 0.314417, 0, 0, 0, 0, 0, 1228
-1166, 0.315148, 0, 0, 0, 0, 0, 1228
-1171, 0.258769, 0, 0, 0, 0, 0, 991
-1172, 0.263616, 0, 0, 0, 0, 0, 1003
-1173, 0.258307, 0, 0, 0, 0, 0, 994
-1174, 0.264281, 0, 0, 0, 0, 0, 1000
-1175, 0.264123, 0, 0, 0, 0, 0, 1003
-1176, 0.27724, 0, 0, 0, 0, 0, 1004
-1181, 0.206432, 0, 0, 0, 0, 0, 1369
-1182, 0.203501, 0, 0, 0, 0, 0, 1384
-1183, 0.204216, 0, 0, 0, 0, 0, 1395
-1184, 0.209272, 0, 0, 0, 0, 0, 1396
-1185, 0.219297, 0, 0, 0, 0, 0, 1381
-1186, 0.222308, 0, 0, 0, 0, 0, 1377
-1191, 0.215292, 0, 0, 0, 0, 0, 1230
-1192, 0.21865, 0, 0, 0, 0, 0, 1234
-1193, 0.234504, 0, 0, 0, 0, 0, 1232
-1194, 0.246244, 0, 0, 0, 0, 0, 1255
-1195, 0.257259, 0, 0, 0, 0, 0, 1249
-1196, 0.269621, 0, 0, 0, 0, 0, 1248
-1201, 0.180551, 0, 0, 0, 0, 0, 1338
-1202, 0.184413, 0, 0, 0, 0, 0, 1347
-1203, 0.178037, 0, 0, 0, 0, 0, 1364
-1204, 0.176007, 0, 0, 0, 0, 0, 1362
-1205, 0.167407, 0, 0, 0, 0, 0, 1369
-1206, 0.176645, 0, 0, 0, 0, 0, 1369
-1211, 0.148784, 0, 0, 0, 0, 0, 1286
-1212, 0.155106, 0, 0, 0, 0, 0, 1304
-1213, 0.16889, 0, 0, 0, 0, 0, 1315
-1214, 0.185534, 0, 0, 0, 0, 0, 1309
-1215, 0.196779, 0, 0, 0, 0, 0, 1312
-1216, 0.210328, 0, 0, 0, 0, 0, 1328
-1221, 0.10532, 0, 0, 0, 0, 0, 1359
-1222, 0.115494, 0, 0, 0, 0, 0, 1368
-1223, 0.123512, 0, 0, 0, 0, 0, 1383
-1224, 0.1298, 0, 0, 0, 0, 0, 1383
-1225, 0.118807, 0, 0, 0, 0, 0, 1384
-1226, 0.133503, 0, 0, 0, 0, 0, 1394
-1231, 0.100473, 0, 0, 0, 0, 0, 1320
-1232, 0.103348, 0, 0, 0, 0, 0, 1333
-1233, 0.100198, 0, 0, 0, 0, 0, 1336
-1234, 0.109323, 0, 0, 0, 0, 0, 1339
-1235, 0.114523, 0, 0, 0, 0, 0, 1338
-1236, 0.117761, 0, 0, 0, 0, 0, 1334
-1241, 0.099977, 0, 0, 0, 0, 0, 1319
-1242, 0.0979837, 0, 0, 0, 0, 0, 1321
-1243, 0.101231, 0, 0, 0, 0, 0, 1335
-1244, 0.0948799, 0, 0, 0, 0, 0, 1331
-1245, 0.10032, 0, 0, 0, 0, 0, 1329
-1246, 0.110561, 0, 0, 0, 0, 0, 1345
-1251, 0.109729, 0, 0, 0, 0, 0, 1355
-1252, 0.107214, 0, 0, 0, 0, 0, 1362
-1253, 0.105586, 0, 0, 0, 0, 0, 1370
-1254, 0.0960304, 0, 0, 0, 0, 0, 1377
-1255, 0.093684, 0, 0, 0, 0, 0, 1359
-1256, 0.0666566, 0, 0, 0, 0, 0, 1378
-1261, 0.0726185, 0, 0, 0, 0, 0, 1320
-1262, 0.0700887, 0, 0, 0, 0, 0, 1334
-1263, 0.0698302, 0, 0, 0, 0, 0, 1333
-1264, 0.0760128, 0, 0, 0, 0, 0, 1330
-1265, 0.0753896, 0, 0, 0, 0, 0, 1343
-1266, 0.0850649, 0, 0, 0, 0, 0, 1347
-1271, 0.105609, 0, 0, 0, 0, 0, 1234
-1272, 0.106578, 0, 0, 0, 0, 0, 1253
-1273, 0.106934, 0, 0, 0, 0, 0, 1250
-1274, 0.106643, 0, 0, 0, 0, 0, 1256
-1275, 0.105901, 0, 0, 0, 0, 0, 1253
-1276, 0.112412, 0, 0, 0, 0, 0, 1257
-1281, 0.152415, 0, 0, 0, 0, 0, 1244
-1282, 0.150645, 0, 0, 0, 0, 0, 1254
-1283, 0.153957, 0, 0, 0, 0, 0, 1262
-1284, 0.152819, 0, 0, 0, 0, 0, 1273
-1285, 0.149494, 0, 0, 0, 0, 0, 1285
-1286, 0.150845, 0, 0, 0, 0, 0, 1279
-1291, 0.145089, 0, 0, 0, 0, 0, 1340
-1292, 0.134577, 0, 0, 0, 0, 0, 1360
-1293, 0.133746, 0, 0, 0, 0, 0, 1378
-1294, 0.135701, 0, 0, 0, 0, 0, 1365
-1295, 0.134872, 0, 0, 0, 0, 0, 1366
-1296, 0.134056, 0, 0, 0, 0, 0, 1366
-1301, 0.210385, 0, 0, 0, 0, 0, 1197
-1302, 0.22197, 0, 0, 0, 0, 0, 1197
-1303, 0.210787, 0, 0, 0, 0, 0, 1211
-1304, 0.209555, 0, 0, 0, 0, 0, 1213
-1305, 0.196348, 0, 0, 0, 0, 0, 1217
-1306, 0.203718, 0, 0, 0, 0, 0, 1222
-1311, 0.166172, 0, 0, 0, 0, 0, 1287
-1312, 0.157368, 0, 0, 0, 0, 0, 1302
-1313, 0.146236, 0, 0, 0, 0, 0, 1312
-1314, 0.167611, 0, 0, 0, 0, 0, 1304
-1315, 0.167754, 0, 0, 0, 0, 0, 1299
-1316, 0.168008, 0, 0, 0, 0, 0, 1299
-1321, 0.265574, 0, 0, 0, 0, 0, 1226
-1322, 0.251926, 0, 0, 0, 0, 0, 1227
-1323, 0.25687, 0, 0, 0, 0, 0, 1240
-1324, 0.257903, 0, 0, 0, 0, 0, 1236
-1325, 0.250622, 0, 0, 0, 0, 0, 1245
-1326, 0.256907, 0, 0, 0, 0, 0, 1239
-1331, 0.245341, 0, 0, 0, 0, 0, 1356
-1332, 0.240783, 0, 0, 0, 0, 0, 1354
-1333, 0.232292, 0, 0, 0, 0, 0, 1374
-1334, 0.242281, 0, 0, 0, 0, 0, 1383
-1335, 0.24286, 0, 0, 0, 0, 0, 1375
-1336, 0.241231, 0, 0, 0, 0, 0, 1376
-1341, 0.321447, 0, 0, 0, 0, 0, 1283
-1342, 0.318334, 0, 0, 0, 0, 0, 1296
-1343, 0.305509, 0, 0, 0, 0, 0, 1290
-1344, 0.318019, 0, 0, 0, 0, 0, 1288
-1345, 0.30396, 0, 0, 0, 0, 0, 1290
-1346, 0.316354, 0, 0, 0, 0, 0, 1294
-1351, 0.314221, 0, 0, 0, 0, 0, 1221
-1352, 0.310409, 0, 0, 0, 0, 0, 1237
-1353, 0.313633, 0, 0, 0, 0, 0, 1240
-1354, 0.317564, 0, 0, 0, 0, 0, 1246
-1355, 0.329695, 0, 0, 0, 0, 0, 1241
-1356, 0.326621, 0, 0, 0, 0, 0, 1244
-1361, 0.377433, 0, 0, 0, 0, 0, 1333
-1362, 0.370104, 0, 0, 0, 0, 0, 1344
-1363, 0.36448, 0, 0, 0, 0, 0, 1343
-1364, 0.365556, 0, 0, 0, 0, 0, 1338
-1365, 0.37037, 0, 0, 0, 0, 0, 1345
-1366, 0.362955, 0, 0, 0, 0, 0, 1363
1011, 0.030697, 0, 0, 0, 0, 0, 1347
1012, 0.0340748, 0, 0, 0, 0, 0, 1363
1013, 0.0408422, 0, 0, 0, 0, 0, 1370
1014, 0.049238, 0, 0, 0, 0, 0, 1371
1015, 0.0467382, 0, 0, 0, 0, 0, 1380
1016, 0.038881, 0, 0, 0, 0, 0, 1374
1021, 0.0101179, 0, 0, 0, 0, 0, 1333
1022, 0.0162937, 0, 0, 0, 0, 0, 1345
1023, 0.0244729, 0, 0, 0, 0, 0, 1353
1024, 0.0277622, 0, 0, 0, 0, 0, 1364
1025, 0.0319548, 0, 0, 0, 0, 0, 1372
1026, 0.0438544, 0, 0, 0, 0, 0, 1366
1031, 0.00172725, 0, 0, 0, 0, 0, 1274
1032, 0.00903741, 0, 0, 0, 0, 0, 1280
1033, 0.00916709, 0, 0, 0, 0, 0, 1282
1034, 0.0131674, 0, 0, 0, 0, 0, 1280
1035, 0.0113587, 0, 0, 0, 0, 0, 1286
1036, 0.0132298, 0, 0, 0, 0, 0, 1276
1041, -0.0559186, 0, 0, 0, 0, 0, 1366
1042, -0.0513617, 0, 0, 0, 0, 0, 1383
1043, -0.041855, 0, 0, 0, 0, 0, 1392
1044, -0.0354507, 0, 0, 0, 0, 0, 1402
1045, -0.0377563, 0, 0, 0, 0, 0, 1404
1046, -0.0337478, 0, 0, 0, 0, 0, 1390
1051, -0.110122, 0, 0, 0, 0, 0, 1369
1052, -0.0988351, 0, 0, 0, 0, 0, 1386
1053, -0.0919339, 0, 0, 0, 0, 0, 1406
1054, -0.0892581, 0, 0, 0, 0, 0, 1405
1055, -0.0903861, 0, 0, 0, 0, 0, 1414
1056, -0.087299, 0, 0, 0, 0, 0, 1406
1061, -0.143355, 0, 0, 0, 0, 0, 1402
1062, -0.130788, 0, 0, 0, 0, 0, 1408
1063, -0.122456, 0, 0, 0, 0, 0, 1421
1064, -0.117006, 0, 0, 0, 0, 0, 1429
1065, -0.117927, 0, 0, 0, 0, 0, 1425
1066, -0.126432, 0, 0, 0, 0, 0, 1427
1071, -0.151912, 0, 0, 0, 0, 0, 1346
1072, -0.156996, 0, 0, 0, 0, 0, 1358
1073, -0.150095, 0, 0, 0, 0, 0, 1368
1074, -0.141557, 0, 0, 0, 0, 0, 1360
1075, -0.136026, 0, 0, 0, 0, 0, 1372
1076, -0.13803, 0, 0, 0, 0, 0, 1369
1081, -0.1811, 0, 0, 0, 0, 0, 1323
1082, -0.171678, 0, 0, 0, 0, 0, 1341
1083, -0.164703, 0, 0, 0, 0, 0, 1346
1084, -0.162121, 0, 0, 0, 0, 0, 1350
1085, -0.159977, 0, 0, 0, 0, 0, 1358
1086, -0.163955, 0, 0, 0, 0, 0, 1363
1091, -0.213995, 0, 0, 0, 0, 0, 1271
1092, -0.209515, 0, 0, 0, 0, 0, 1288
1093, -0.211475, 0, 0, 0, 0, 0, 1298
1094, -0.205665, 0, 0, 0, 0, 0, 1292
1095, -0.208563, 0, 0, 0, 0, 0, 1300
1096, -0.202607, 0, 0, 0, 0, 0, 1308
1101, -0.196307, 0, 0, 0, 0, 0, 1341
1102, -0.197141, 0, 0, 0, 0, 0, 1362
1103, -0.196999, 0, 0, 0, 0, 0, 1376
1104, -0.193043, 0, 0, 0, 0, 0, 1386
1105, -0.190884, 0, 0, 0, 0, 0, 1390
1106, -0.188862, 0, 0, 0, 0, 0, 1385
1111, -0.238288, 0, 0, 0, 0, 0, 1361
1112, -0.232555, 0, 0, 0, 0, 0, 1377
1113, -0.227357, 0, 0, 0, 0, 0, 1370
1114, -0.227218, 0, 0, 0, 0, 0, 1376
1115, -0.22773, 0, 0, 0, 0, 0, 1393
1116, -0.237317, 0, 0, 0, 0, 0, 1400
1121, -0.20503, 0, 0, 0, 0, 0, 890
1122, -0.195898, 0, 0, 0, 0, 0, 900
1123, -0.199681, 0, 0, 0, 0, 0, 910
1124, -0.198104, 0, 0, 0, 0, 0, 924
1125, -0.191671, 0, 0, 0, 0, 0, 923
1126, -0.191261, 0, 0, 0, 0, 0, 922
1131, -0.200562, 0, 0, 0, 0, 0, 1288
1132, -0.193969, 0, 0, 0, 0, 0, 1296
1133, -0.19378, 0, 0, 0, 0, 0, 1306
1134, -0.199322, 0, 0, 0, 0, 0, 1298
1135, -0.196467, 0, 0, 0, 0, 0, 1317
1136, -0.204145, 0, 0, 0, 0, 0, 1297
1141, -0.177893, 0, 0, 0, 0, 0, 1388
1142, -0.180669, 0, 0, 0, 0, 0, 1387
1143, -0.176169, 0, 0, 0, 0, 0, 1404
1144, -0.170907, 0, 0, 0, 0, 0, 1409
1145, -0.177369, 0, 0, 0, 0, 0, 1403
1146, -0.175769, 0, 0, 0, 0, 0, 1385
1151, -0.178236, 0, 0, 0, 0, 0, 1286
1152, -0.177445, 0, 0, 0, 0, 0, 1295
1153, -0.1739, 0, 0, 0, 0, 0, 1297
1154, -0.17808, 0, 0, 0, 0, 0, 1305
1155, -0.181005, 0, 0, 0, 0, 0, 1293
1156, -0.177575, 0, 0, 0, 0, 0, 1302
1161, -0.109155, 0, 0, 0, 0, 0, 1299
1162, -0.103271, 0, 0, 0, 0, 0, 1316
1163, -0.106321, 0, 0, 0, 0, 0, 1326
1164, -0.107689, 0, 0, 0, 0, 0, 1321
1165, -0.113468, 0, 0, 0, 0, 0, 1338
1166, -0.106228, 0, 0, 0, 0, 0, 1336
1171, -0.124907, 0, 0, 0, 0, 0, 1347
1172, -0.119803, 0, 0, 0, 0, 0, 1367
1173, -0.114075, 0, 0, 0, 0, 0, 1364
1174, -0.120339, 0, 0, 0, 0, 0, 1373
1175, -0.118063, 0, 0, 0, 0, 0, 1370
1176, -0.126071, 0, 0, 0, 0, 0, 1370
1181, -0.0247269, 0, 0, 0, 0, 0, 1409
1182, -0.0213367, 0, 0, 0, 0, 0, 1426
1183, -0.0212352, 0, 0, 0, 0, 0, 1429
1184, -0.022671, 0, 0, 0, 0, 0, 1428
1185, -0.026608, 0, 0, 0, 0, 0, 1444
1186, -0.0307041, 0, 0, 0, 0, 0, 1446
1191, -0.0246494, 0, 0, 0, 0, 0, 1299
1192, -0.0236434, 0, 0, 0, 0, 0, 1308
1193, -0.0193198, 0, 0, 0, 0, 0, 1314
1194, -0.0220847, 0, 0, 0, 0, 0, 1323
1195, -0.0224429, 0, 0, 0, 0, 0, 1324
1196, -0.0246386, 0, 0, 0, 0, 0, 1324
1201, 0.0828679, 0, 0, 0, 0, 0, 1375
1202, 0.0856806, 0, 0, 0, 0, 0, 1394
1203, 0.0769784, 0, 0, 0, 0, 0, 1410
1204, 0.0789557, 0, 0, 0, 0, 0, 1403
1205, 0.0676369, 0, 0, 0, 0, 0, 1408
1206, 0.0631671, 0, 0, 0, 0, 0, 1415
1211, 0.0930611, 0, 0, 0, 0, 0, 1414
1212, 0.102006, 0, 0, 0, 0, 0, 1418
1213, 0.102773, 0, 0, 0, 0, 0, 1422
1214, 0.104311, 0, 0, 0, 0, 0, 1427
1215, 0.103975, 0, 0, 0, 0, 0, 1420
1216, 0.0937821, 0, 0, 0, 0, 0, 1438
1221, 0.181199, 0, 0, 0, 0, 0, 1375
1222, 0.175088, 0, 0, 0, 0, 0, 1386
1223, 0.169668, 0, 0, 0, 0, 0, 1389
1224, 0.172039, 0, 0, 0, 0, 0, 1388
1225, 0.176386, 0, 0, 0, 0, 0, 1383
1226, 0.168842, 0, 0, 0, 0, 0, 1402
1231, 0.183046, 0, 0, 0, 0, 0, 1283
1232, 0.184231, 0, 0, 0, 0, 0, 1276
1233, 0.183, 0, 0, 0, 0, 0, 1300
1234, 0.176268, 0, 0, 0, 0, 0, 1305
1235, 0.175685, 0, 0, 0, 0, 0, 1313
1236, 0.17871, 0, 0, 0, 0, 0, 1312
1241, 0.24486, 0, 0, 0, 0, 0, 1300
1242, 0.249972, 0, 0, 0, 0, 0, 1309
1243, 0.254179, 0, 0, 0, 0, 0, 1309
1244, 0.248117, 0, 0, 0, 0, 0, 1303
1245, 0.238764, 0, 0, 0, 0, 0, 1301
1246, 0.239099, 0, 0, 0, 0, 0, 1314
1251, 0.221574, 0, 0, 0, 0, 0, 1334
1252, 0.225261, 0, 0, 0, 0, 0, 1332
1253, 0.231209, 0, 0, 0, 0, 0, 1363
1254, 0.23289, 0, 0, 0, 0, 0, 1357
1255, 0.227988, 0, 0, 0, 0, 0, 1360
1256, 0.220863, 0, 0, 0, 0, 0, 1377
1261, 0.264316, 0, 0, 0, 0, 0, 1460
1262, 0.271278, 0, 0, 0, 0, 0, 1486
1263, 0.278435, 0, 0, 0, 0, 0, 1472
1264, 0.26573, 0, 0, 0, 0, 0, 1491
1265, 0.271172, 0, 0, 0, 0, 0, 1484
1266, 0.273996, 0, 0, 0, 0, 0, 1486
1271, 0.263033, 0, 0, 0, 0, 0, 1328
1272, 0.263942, 0, 0, 0, 0, 0, 1342
1273, 0.267848, 0, 0, 0, 0, 0, 1340
1274, 0.269024, 0, 0, 0, 0, 0, 1339
1275, 0.257132, 0, 0, 0, 0, 0, 1356
1276, 0.260415, 0, 0, 0, 0, 0, 1352
1281, 0.347579, 0, 0, 0, 0, 0, 1392
1282, 0.347527, 0, 0, 0, 0, 0, 1396
1283, 0.339725, 0, 0, 0, 0, 0, 1397
1284, 0.324322, 0, 0, 0, 0, 0, 1408
1285, 0.317663, 0, 0, 0, 0, 0, 1409
1286, 0.300927, 0, 0, 0, 0, 0, 1414
1291, 0.265295, 0, 0, 0, 0, 0, 1398
1292, 0.271274, 0, 0, 0, 0, 0, 1419
1293, 0.282923, 0, 0, 0, 0, 0, 1413
1294, 0.281134, 0, 0, 0, 0, 0, 1426
1295, 0.278113, 0, 0, 0, 0, 0, 1420
1296, 0.27613, 0, 0, 0, 0, 0, 1430
1301, 0.267666, 0, 0, 0, 0, 0, 1328
1302, 0.289513, 0, 0, 0, 0, 0, 1351
1303, 0.279127, 0, 0, 0, 0, 0, 1352
1304, 0.28135, 0, 0, 0, 0, 0, 1359
1305, 0.277204, 0, 0, 0, 0, 0, 1357
1306, 0.288995, 0, 0, 0, 0, 0, 1360
1311, 0.241344, 0, 0, 0, 0, 0, 1254
1312, 0.248407, 0, 0, 0, 0, 0, 1263
1313, 0.245016, 0, 0, 0, 0, 0, 1281
1314, 0.247035, 0, 0, 0, 0, 0, 1279
1315, 0.24616, 0, 0, 0, 0, 0, 1284
1316, 0.24217, 0, 0, 0, 0, 0, 1272
1321, 0.256897, 0, 0, 0, 0, 0, 1291
1322, 0.261123, 0, 0, 0, 0, 0, 1306
1323, 0.259886, 0, 0, 0, 0, 0, 1321
1324, 0.259312, 0, 0, 0, 0, 0, 1318
1325, 0.263846, 0, 0, 0, 0, 0, 1330
1326, 0.264709, 0, 0, 0, 0, 0, 1332
1331, 0.173912, 0, 0, 0, 0, 0, 1359
1332, 0.193683, 0, 0, 0, 0, 0, 1364
1333, 0.193483, 0, 0, 0, 0, 0, 1369
1334, 0.192975, 0, 0, 0, 0, 0, 1373
1335, 0.189874, 0, 0, 0, 0, 0, 1368
1336, 0.1857, 0, 0, 0, 0, 0, 1370
1341, 0.152515, 0, 0, 0, 0, 0, 1360
1342, 0.158465, 0, 0, 0, 0, 0, 1360
1343, 0.160348, 0, 0, 0, 0, 0, 1351
1344, 0.174659, 0, 0, 0, 0, 0, 1371
1345, 0.175455, 0, 0, 0, 0, 0, 1384
1346, 0.173166, 0, 0, 0, 0, 0, 1366
1351, 0.129511, 0, 0, 0, 0, 0, 1315
1352, 0.13402, 0, 0, 0, 0, 0, 1324
1353, 0.138222, 0, 0, 0, 0, 0, 1335
1354, 0.137427, 0, 0, 0, 0, 0, 1330
1355, 0.141961, 0, 0, 0, 0, 0, 1348
1356, 0.146554, 0, 0, 0, 0, 0, 1344
1361, 0.0999433, 0, 0, 0, 0, 0, 1405
1362, 0.103258, 0, 0, 0, 0, 0, 1430
1363, 0.110386, 0, 0, 0, 0, 0, 1440
1364, 0.106864, 0, 0, 0, 0, 0, 1448
1365, 0.108956, 0, 0, 0, 0, 0, 1451
1366, 0.120366, 0, 0, 0, 0, 0, 1440
